"","ds","dep_var","TikTok","Facebook","Google_Ads","intercept","depVarHat","solID"
"1",2018-01-07,9779.8,4990.10267791773,0,0,5040.49513459491,10030.5978125126,"5_86_3"
"2",2018-01-14,13245.19,3442.35130317134,2687.51921575577,1594.50027595912,5040.49513459491,12764.8659294811,"5_86_3"
"3",2018-01-21,12022.66,2134.96524032825,2721.68637460603,2155.43319584013,5040.49513459491,12052.5799453693,"5_86_3"
"4",2018-01-28,8846.95,1220.09002328161,2573.48979687077,64.7393254355905,5040.49513459491,8898.81428018288,"5_86_3"
"5",2018-02-04,9797.07,660.921817965602,1066.14600347998,1788.50949462624,5040.49513459491,8556.07245066672,"5_86_3"
"6",2018-02-11,13527.65,4338.46206882365,2501.40841654795,2125.71272251834,5040.49513459491,14006.0783424849,"5_86_3"
"7",2018-02-18,9635.43,2857.74572694426,1019.8911456815,2567.22175664739,5040.49513459491,11485.3537638681,"5_86_3"
"8",2018-02-25,15355.11,4654.07217726764,2540.78628320153,2389.82295331377,5040.49513459491,14625.1765483779,"5_86_3"
"9",2018-03-04,12199.37,3134.15134051743,2418.81609282823,2084.37936647686,5040.49513459491,12677.8419344174,"5_86_3"
"10",2018-03-11,11368.23,1905.51810371128,2728.77224721593,2398.92593343914,5040.49513459491,12073.7114189613,"5_86_3"
"11",2018-03-18,8640.44,1074.15518378327,2791.34526184197,77.8522986456999,5040.49513459491,8983.84787886584,"5_86_3"
"12",2018-03-25,4960.26,577.072105661779,1215.44435910051,1.42962841264646,5040.49513459491,6834.44122776984,"5_86_3"
"13",2018-04-01,12726.46,4790.08782082811,2830.44943820783,0.0258827665981505,5040.49513459491,12661.0582763974,"5_86_3"
"14",2018-04-08,11421.71,4993.2290623247,1243.87166143233,0.000468474342440063,5040.49513459491,11277.5963268263,"5_86_3"
"15",2018-04-15,10875.31,3445.28931552127,397.467121853805,1061.73960054024,5040.49513459491,9944.99117251022,"5_86_3"
"16",2018-04-22,13048.08,4816.69742710397,110.867157567094,1815.14139577612,5040.49513459491,11783.2011150421,"5_86_3"
"17",2018-04-29,10775.86,3281.45489448397,29.6488676110001,2429.08871766219,5040.49513459491,10780.6876143521,"5_86_3"
"18",2018-05-06,15013.62,4678.17982844227,2645.3128894717,2138.47501751381,5040.49513459491,14502.4628700227,"5_86_3"
"19",2018-05-13,14158.32,5002.59687729008,1113.73813826105,2111.4546094048,5040.49513459491,13268.2847595508,"5_86_3"
"20",2018-05-20,15918.14,4862.07191009276,2580.57480603523,2069.08164046181,5040.49513459491,14552.2234911847,"5_86_3"
"21",2018-05-27,11128.75,3323.16882523143,1070.77286350032,2256.8462441415,5040.49513459491,11691.2830674682,"5_86_3"
"22",2018-06-03,12170.36,4872.07074529622,332.262990956531,2141.81618658003,5040.49513459491,12386.6450574277,"5_86_3"
"23",2018-06-10,10134.7,3332.39762011155,91.7810024606089,1758.42442517588,5040.49513459491,10223.098182343,"5_86_3"
"24",2018-06-17,11093.55,4548.47051511356,2344.66967225555,47.0948020912676,5040.49513459491,11980.7301240553,"5_86_3"
"25",2018-06-24,8170.63,3040.3022001002,924.194223554291,0.859870988241629,5040.49513459491,9005.85142923765,"5_86_3"
"26",2018-07-01,6542.71,1837.43490541715,279.926269183753,0.0155659342683449,5040.49513459491,7157.87187513008,"5_86_3"
"27",2018-07-08,11325.8,1031.61297282365,2630.66722963779,1525.7476176448,5040.49513459491,10228.5229547011,"5_86_3"
"28",2018-07-15,7793.24,552.888278843074,1103.90815402653,2238.87317497848,5040.49513459491,8936.16474244299,"5_86_3"
"29",2018-07-22,15010.94,4948.15769838873,2811.20937734198,2102.8207402594,5040.49513459491,14902.682950585,"5_86_3"
"30",2018-07-29,10634.31,3403.06208736658,2565.58515700673,62.158564037341,5040.49513459491,11071.3009430056,"5_86_3"
"31",2018-08-05,11751.39,2105.20375724425,2813.02502234422,1364.72980656819,5040.49513459491,11323.4537207516,"5_86_3"
"32",2018-08-12,9151.2,1200.9341471711,3055.42950351576,33.0058214087182,5040.49513459491,9329.86460669049,"5_86_3"
"33",2018-08-19,9141.46,649.836040442593,1418.21475632292,2191.57177830362,5040.49513459491,9300.11770966403,"5_86_3"
"34",2018-08-26,7399.92,340.941243910608,2783.96114738255,66.5606766657444,5040.49513459491,8231.95820255381,"5_86_3"
"35",2018-09-02,10893.16,4518.67285452991,2372.82796507484,1.21970037406599,5040.49513459491,11933.2156545737,"5_86_3"
"36",2018-09-09,11550.47,3014.07224049991,2594.82559181435,985.700344598417,5040.49513459491,11635.0933115076,"5_86_3"
"37",2018-09-16,8672.09,1818.55125100481,1080.12381691536,1899.41237365754,5040.49513459491,9838.58257617262,"5_86_3"
"38",2018-09-23,9427.22,1019.87391768681,2220.06966638285,1876.77454955057,5040.49513459491,10157.2132682151,"5_86_3"
"39",2018-09-30,8036.91,546.2354181795,852.543527516755,1815.54388067674,5040.49513459491,8254.81796096791,"5_86_3"
"40",2018-10-07,11240.58,4532.45235048552,255.242677255955,1811.13835904076,5040.49513459491,11639.3285213771,"5_86_3"
"41",2018-10-14,12386.83,4683.58417157234,69.7074272305386,2624.90747864817,5040.49513459491,12418.6942120459,"5_86_3"
"42",2018-10-21,12513.84,4635.10501034431,18.5318507121368,2309.29012604574,5040.49513459491,12003.4221216971,"5_86_3"
"43",2018-10-28,12235.08,4547.02537127418,2736.07704902175,72.7866362318037,5040.49513459491,12396.3841911226,"5_86_3"
"44",2018-11-04,11895.78,5248.82315380627,1176.14370140598,1.33534064529561,5040.49513459491,11466.7973304525,"5_86_3"
"45",2018-11-11,10047.41,3690.07716145486,371.497817336047,0.024175309464637,5040.49513459491,9102.09428869528,"5_86_3"
"46",2018-11-18,9705.39,2326.18707345655,103.220977333804,1501.03266951959,5040.49513459491,8970.93585490486,"5_86_3"
"47",2018-11-25,8847.19,1344.82270670352,2538.10000683377,37.5635957379906,5040.49513459491,8960.98144387019,"5_86_3"
"48",2018-12-02,10379.07,733.702248608421,2689.51112742182,1561.71628741956,5040.49513459491,10025.4247980447,"5_86_3"
"49",2018-12-09,11312.48,386.731584434023,3029.47705736035,2299.82901797579,5040.49513459491,10756.5327943651,"5_86_3"
"50",2018-12-16,8226.23,199.998566554792,1397.10993153275,1781.92653085778,5040.49513459491,8419.53016354023,"5_86_3"
"51",2018-12-23,13966.11,4360.08035223092,2985.63119133301,2261.65512201255,5040.49513459491,14647.8618001714,"5_86_3"
"52",2018-12-30,13460.32,2876.29252188089,3085.79324282162,2711.22818921245,5040.49513459491,13713.8090885099,"5_86_3"
"53",2019-01-06,15742.61,4564.71954284275,2859.44364388458,2365.46532043065,5040.49513459491,14830.1236417529,"5_86_3"
"54",2019-01-13,10440.98,3054.65206212862,1265.29125174176,2505.43562249911,5040.49513459491,11865.8740709644,"5_86_3"
"55",2019-01-20,8535.49,1847.79242331299,405.806547663901,2499.38202131951,5040.49513459491,9793.47612689131,"5_86_3"
"56",2019-01-27,7801.58,1038.06286304664,113.3352104804,2112.61571165233,5040.49513459491,8304.50891977428,"5_86_3"
"57",2019-02-03,9570.01,556.547365661846,2093.77107435441,2226.79469392031,5040.49513459491,9917.60826853147,"5_86_3"
"58",2019-02-10,7854.78,290.501562178889,783.586719892249,1790.59728011475,5040.49513459491,7905.18069678079,"5_86_3"
"59",2019-02-17,8067.55,149.451064973118,232.019477245734,2006.05168486502,5040.49513459491,7428.01736167879,"5_86_3"
"60",2019-02-24,7848.26,76.3041827026782,63.1495340241923,2264.49103104215,5040.49513459491,7444.43988236393,"5_86_3"
"61",2019-03-03,14012.71,4426.43137927078,2563.1975721348,2454.19513376735,5040.49513459491,14484.3192197678,"5_86_3"
"62",2019-03-10,16127.45,4814.66551101489,2684.42615271899,2308.58603819764,5040.49513459491,14848.1728365264,"5_86_3"
"63",2019-03-17,11636.97,3279.59324450213,1140.31315684838,2464.08203990063,5040.49513459491,11924.483575846,"5_86_3"
"64",2019-03-24,8193.65,2012.6587222216,357.999537516368,1988.83413842976,5040.49513459491,9399.98753276264,"5_86_3"
"65",2019-03-31,9451.61,1141.80245079544,2547.29016200028,56.8384253066257,5040.49513459491,8786.42617269725,"5_86_3"
"66",2019-04-07,11454.02,615.767609359893,2804.15311045837,1509.5395787446,5040.49513459491,9969.95543315778,"5_86_3"
"67",2019-04-14,5526.84,322.460924974715,1224.69763851109,37.8585777683838,5040.49513459491,6625.51227584909,"5_86_3"
"68",2019-04-21,7677.52,166.180143243612,390.053926234787,1412.14314414361,5040.49513459491,7008.87234821692,"5_86_3"
"69",2019-04-28,8084.98,84.9217012458812,108.678405466145,1897.27142278042,5040.49513459491,7131.36666408736,"5_86_3"
"70",2019-05-05,7456.56,43.2081893290207,29.0543825108731,2168.56324824548,5040.49513459491,7281.32095468029,"5_86_3"
"71",2019-05-12,5365.18,21.9353872103405,7.67948861279338,65.396391002474,5040.49513459491,5135.50640142052,"5_86_3"
"72",2019-05-19,8134.16,11.123248628274,2.02364478723419,1571.49792397733,5040.49513459491,6625.13995198774,"5_86_3"
"73",2019-05-26,10065.53,5.63725496267138,2811.17206199681,1976.55937283144,5040.49513459491,9833.86382438583,"5_86_3"
"74",2019-06-02,10878.94,4251.12604746849,1229.79229079126,1660.75178907775,5040.49513459491,12182.1652619324,"5_86_3"
"75",2019-06-09,11524.63,2783.38030002357,2089.31600315727,2087.5035968005,5040.49513459491,12000.6950345762,"5_86_3"
"76",2019-06-16,6563.85,1655.13799101379,781.218338570041,61.4225199022847,5040.49513459491,7538.27398408102,"5_86_3"
"77",2019-06-23,14165.57,4394.23415281161,2618.5040032418,1051.64521805031,5040.49513459491,13104.8785086986,"5_86_3"
"78",2019-06-30,15624.56,4759.70169606059,2881.84579834828,1928.57302101258,5040.49513459491,14610.6156500164,"5_86_3"
"79",2019-07-07,11305.04,3229.43994217844,1282.04461321136,2581.41134537912,5040.49513459491,12133.3910353638,"5_86_3"
"80",2019-07-14,8245.57,1975.48655497845,412.372348577213,2478.28181092585,5040.49513459491,9906.63584907642,"5_86_3"
"81",2019-07-21,7676.64,1118.23465809066,115.282717323433,2476.69607765943,5040.49513459491,8750.70858766844,"5_86_3"
"82",2019-07-28,5023.53,602.25273729165,30.849314889899,82.497023884426,5040.49513459491,5756.09421066088,"5_86_3"
"83",2019-08-04,8058.85,315.14901737487,8.15599762438486,1674.99304500615,5040.49513459491,7038.79319460032,"5_86_3"
"84",2019-08-11,9902.44,162.347626677532,2207.86377708105,2150.47496128303,5040.49513459491,9561.18149963653,"5_86_3"
"85",2019-08-18,8058.05,82.9461192882703,845.722562274049,2373.19749418196,5040.49513459491,8342.36131033919,"5_86_3"
"86",2019-08-25,7498.36,42.1985523721845,252.922543628964,2398.60563227918,5040.49513459491,7734.22186287524,"5_86_3"
"87",2019-09-01,12216.8,4876.20009790943,2360.68188454217,77.8336628178625,5040.49513459491,12355.2107798644,"5_86_3"
"88",2019-09-08,11042.8,3336.21283281002,2879.90393683249,1.42928121434198,5040.49513459491,11258.0411854518,"5_86_3"
"89",2019-09-15,10713.92,2054.91371499141,3059.02565366742,0.0258764790752995,5040.49513459491,10154.4603797328,"5_86_3"
"90",2019-09-22,9130.06,1168.72009886601,1421.16079508212,1280.57424193898,5040.49513459491,8910.95027048202,"5_86_3"
"91",2019-09-29,7325.82,631.247703753393,2866.58129486262,30.3415037467366,5040.49513459491,8568.66563695766,"5_86_3"
"92",2019-10-06,15292.36,4887.51710536036,2929.81185115156,1843.04876267528,5040.49513459491,14700.8728537821,"5_86_3"
"93",2019-10-13,11571.92,3346.68052935223,1318.52728005255,1900.3709075209,5040.49513459491,11606.0738515206,"5_86_3"
"94",2019-10-20,10464.3,2062.75968547346,2398.78230312138,1903.0516639854,5040.49513459491,11405.0887871751,"5_86_3"
"95",2019-10-27,9229.31,1173.73319079292,956.505004251189,2185.17034660702,5040.49513459491,9355.90367624605,"5_86_3"
"96",2019-11-03,9964.76,634.135917023866,2705.61275743247,1923.23023007706,5040.49513459491,10303.4740391283,"5_86_3"
"97",2019-11-10,8018.56,332.416136010258,1154.90756318424,2046.73823488972,5040.49513459491,8574.55706867913,"5_86_3"
"98",2019-11-17,7278.85,171.40302527037,363.477843554062,1960.02629325785,5040.49513459491,7535.40229667719,"5_86_3"
"99",2019-11-24,8467.44,87.6152978610269,100.871633571495,2567.83503739904,5040.49513459491,7796.81710342647,"5_86_3"
"100",2019-12-01,7620.08,44.5851173469756,26.9370382355075,2546.06216089317,5040.49513459491,7658.07945107057,"5_86_3"
"101",2019-12-08,7353.99,22.6360724384845,2402.45689045711,86.8516277704833,5040.49513459491,7552.43972526099,"5_86_3"
"102",2019-12-15,12947.48,4212.92525491588,2803.13332902648,1426.9163065426,5040.49513459491,13483.4700250799,"5_86_3"
"103",2019-12-22,10250.78,2751.13323924727,1223.9588364083,2314.27170343411,5040.49513459491,11329.8589136846,"5_86_3"
"104",2019-12-29,13096.57,4894.91266947485,389.769260314354,2379.11515430367,5040.49513459491,12704.2922186878,"5_86_3"
"105",2020-01-05,10843.3,3353.53029771605,108.594454643993,2420.81671838725,5040.49513459491,10923.4366053422,"5_86_3"
"106",2020-01-12,9702.32,2067.89963448944,29.0315881562889,2285.75059354917,5040.49513459491,9423.17695078981,"5_86_3"
"107",2020-01-19,11509.72,4540.09850947346,7.67343885480624,1770.41718546155,5040.49513459491,11358.6842683847,"5_86_3"
"108",2020-01-26,10862.91,3032.92149080032,3011.92424451704,47.571636797098,5040.49513459491,11132.9125067094,"5_86_3"
"109",2020-02-02,14894.3,5088.21396247151,1382.98926466884,1337.07567474093,5040.49513459491,12848.7740364762,"5_86_3"
"110",2020-02-09,12071.16,3535.19095590993,2072.94686218349,2208.67765754963,5040.49513459491,12857.310610238,"5_86_3"
"111",2020-02-16,16592.25,5114.91762776311,2816.46576896385,2518.982974833,5040.49513459491,15490.8615061549,"5_86_3"
"112",2020-02-23,12441.24,3560.69067030942,1233.64584138903,2132.08383482216,5040.49513459491,11966.9154811155,"5_86_3"
"113",2020-03-01,12279.8,2225.53568566434,2561.15253663386,2351.90534955412,5040.49513459491,12179.0887064472,"5_86_3"
"114",2020-03-08,6790.08,1278.80921813631,1058.12396258906,75.1581244610684,5040.49513459491,7452.58643978135,"5_86_3"
"115",2020-03-15,11909.22,4552.74711348351,2564.73769499102,1.37945919997765,5040.49513459491,12159.3594022694,"5_86_3"
"116",2020-03-22,13496.33,3044.07577603188,2888.48071400684,1830.16374226965,5040.49513459491,12803.2153669033,"5_86_3"
"117",2020-03-29,12297.33,1840.15678555185,2824.57379029405,1899.00029314728,5040.49513459491,11604.2260035881,"5_86_3"
"118",2020-04-05,6378.02,1033.30719272647,1239.56675477189,52.8880111981645,5040.49513459491,7366.25709329143,"5_86_3"
"119",2020-04-12,14447.22,4762.55427383054,2445.68750498065,1495.0581066497,5040.49513459491,13743.7950200558,"5_86_3"
"120",2020-04-19,14199.63,5127.15596268118,985.125613493189,2066.61721277665,5040.49513459491,13219.3939235459,"5_86_3"
"121",2020-04-26,8818.6,3572.41057555112,301.375335697651,60.429676304056,5040.49513459491,8974.71072214773,"5_86_3"
"122",2020-05-03,11735.1,2234.58218817888,2678.50250110365,1338.58029612656,5040.49513459491,11292.160120004,"5_86_3"
"123",2020-05-10,10804.46,4724.11772274477,1136.25790479952,32.1661882890369,5040.49513459491,10933.0369504282,"5_86_3"
"124",2020-05-17,10008.84,3197.17955623169,356.482110493187,1558.15753443964,5040.49513459491,10152.3143357594,"5_86_3"
"125",2020-05-24,13038.94,4546.16153723801,98.8269191240409,2173.71975766407,5040.49513459491,11859.203348621,"5_86_3"
"126",2020-05-31,12997.57,3038.26575192573,2426.52641989673,2825.31029661103,5040.49513459491,13330.5976030284,"5_86_3"
"127",2020-06-07,13131.68,4598.18860167534,973.363868724482,2763.69847217561,5040.49513459491,13375.7460771703,"5_86_3"
"128",2020-06-14,14703.9,5242.09319926522,2871.39883155935,101.988159289802,5040.49513459491,13255.9753247093,"5_86_3"
"129",2020-06-21,17668.34,5208.05298176893,3133.91416121359,1650.63391746808,5040.49513459491,15033.0961950455,"5_86_3"
"130",2020-06-28,13267.43,3650.41248425635,1483.73800676101,2383.54269412818,5040.49513459491,12558.1883197405,"5_86_3"
"131",2020-07-05,8106.56,2295.14839161118,494.515546736287,76.9617019433532,5040.49513459491,7907.12077488573,"5_86_3"
"132",2020-07-12,11182.44,1324.37960891945,2742.48934121276,1509.09984991648,5040.49513459491,10616.4639346436,"5_86_3"
"133",2020-07-19,10886.67,721.702597163488,3024.64219612295,2081.67639428821,5040.49513459491,10868.5163221696,"5_86_3"
"134",2020-07-26,11160.91,380.15378242487,3121.19461389317,2449.65702834245,5040.49513459491,10991.5005592554,"5_86_3"
"135",2020-08-02,7160.31,196.526554002567,1472.94164863713,2058.78264893635,5040.49513459491,8768.74598617096,"5_86_3"
"136",2020-08-09,14452.13,4769.46591301888,2608.21393254285,2109.07004481994,5040.49513459491,14527.2450249766,"5_86_3"
"137",2020-08-16,11189.87,3238.32082925383,3016.53432333543,62.4608194201477,5040.49513459491,11357.8111066043,"5_86_3"
"138",2020-08-23,15012.92,4673.13765346361,2342.54127329035,1602.35134551831,5040.49513459491,13658.5254068672,"5_86_3"
"139",2020-08-30,8606.27,3151.24477758185,922.938508945489,41.1622019663752,5040.49513459491,9155.84062308863,"5_86_3"
"140",2020-09-06,5991.27,1918.00664769629,279.488713158527,0.750723495512682,5040.49513459491,7238.74121894524,"5_86_3"
"141",2020-09-13,8239.06,1081.99602465568,76.6021010100968,1610.21892365198,5040.49513459491,7809.31218391267,"5_86_3"
"142",2020-09-20,5561.95,581.542053754743,20.3849244188329,41.449640317331,5040.49513459491,5683.87175308582,"5_86_3"
"143",2020-09-27,9797.26,303.965060755998,2329.96907019363,1598.62454322404,5040.49513459491,9273.05380876858,"5_86_3"
"144",2020-10-04,14673.81,4760.59384847466,2740.74548861656,2033.21769077706,5040.49513459491,14575.0521624632,"5_86_3"
"145",2020-10-11,11598.35,3230.25087145399,1179.42447335928,2407.56118502818,5040.49513459491,11857.7316644364,"5_86_3"
"146",2020-10-18,13368.12,4922.56999224616,372.741990748741,2136.67468615428,5040.49513459491,12472.4818037441,"5_86_3"
"147",2020-10-25,14428.14,4824.39049745299,3129.98416951933,63.8097017031951,5040.49513459491,13058.6795032704,"5_86_3"
"148",2020-11-01,11172.84,3288.50823064192,2968.45792430842,1.16868964775895,5040.49513459491,11298.629979193,"5_86_3"
"149",2020-11-08,6340.56,2019.29145083684,1348.54375673098,0.0211575718458133,5040.49513459491,8408.35149973457,"5_86_3"
"150",2020-11-15,8095.38,1146.01870789641,438.814007430595,978.950241523918,5040.49513459491,7604.27809144583,"5_86_3"
"151",2020-11-22,9268.66,618.189218237358,2359.34420681398,1826.21440233594,5040.49513459491,9844.24296198219,"5_86_3"
"152",2020-11-29,4532.33,323.772230077312,932.882878388318,49.8319471099994,5040.49513459491,6346.98219017054,"5_86_3"
"153",2020-12-06,10982.62,166.867781461096,2744.98809706274,1199.70083569044,5040.49513459491,9152.05184880918,"5_86_3"
"154",2020-12-13,8447.64,85.2762504320847,1182.41215010037,1860.39062081022,5040.49513459491,8168.57415593758,"5_86_3"
"155",2020-12-20,7617.05,43.3894071147802,2904.38798040314,51.251358544321,5040.49513459491,8039.52388065715,"5_86_3"
"156",2020-12-27,7610.02,22.0275986542103,1299.08510534986,1378.72662279451,5040.49513459491,7740.3344613935,"5_86_3"
"157",2021-01-03,7849.88,11.1700631900923,419.089867478014,1878.13045647887,5040.49513459491,7348.88552174188,"5_86_3"
"158",2021-01-10,7104.61,5.66099467422243,117.279212448338,2165.02701644391,5040.49513459491,7328.46235816138,"5_86_3"
"159",2021-01-17,8447.4,2.86815343003699,31.3925985034152,2546.83831125538,5040.49513459491,7621.59419778374,"5_86_3"
"160",2021-01-24,7885.48,1.45293906258356,8.30027363526341,2373.73860864109,5040.49513459491,7423.98695593385,"5_86_3"
"161",2021-01-31,9992.42,0.735969272124936,2283.83667099341,2286.98082395584,5040.49513459491,9612.04859881629,"5_86_3"
"162",2021-02-07,11322.95,0.372782382695563,3042.44569881343,2287.07052901397,5040.49513459491,10370.384144805,"5_86_3"
"163",2021-02-14,15977.27,4828.47431075158,3104.79304368236,2322.92910001285,5040.49513459491,15296.6915890417,"5_86_3"
"164",2021-02-21,14259.48,4996.39491108491,1459.12253974681,1976.52513928398,5040.49513459491,13472.5377247106,"5_86_3"
"165",2021-02-28,12886.05,3448.26577292263,2366.02117322568,2149.13758871797,5040.49513459491,13003.9196694612,"5_86_3"
"166",2021-03-07,9131.86,2139.45864906632,2338.58352177787,64.4261439374184,5040.49513459491,9582.96344937652,"5_86_3"
"167",2021-03-14,10953.39,1222.98814531698,2673.64914542393,1125.92675203502,5040.49513459491,10063.0591773708,"5_86_3"
"168",2021-03-21,8574.23,662.60110957918,1132.94352985181,2217.42172218405,5040.49513459491,9053.46149620995,"5_86_3"
"169",2021-03-28,14958.05,4880.7875814495,2783.77695300734,2539.71919989648,5040.49513459491,15244.7788689482,"5_86_3"
"170",2021-04-04,13543.21,3340.45398308541,3076.66066398987,2145.25197543881,5040.49513459491,13602.861757109,"5_86_3"
"171",2021-04-11,13867.08,4927.06903529553,1435.68479128246,2154.88192064962,5040.49513459491,13558.1308818225,"5_86_3"
"172",2021-04-18,13854.92,3383.39856896928,3034.66876474916,1973.4421943821,5040.49513459491,13432.0046626954,"5_86_3"
"173",2021-04-25,10895.22,2090.36573780943,1401.31010169772,2377.75998051788,5040.49513459491,10909.9309546199,"5_86_3"
"174",2021-05-02,7854.4,1191.40923451043,460.237538096587,1977.99789409317,5040.49513459491,8670.13980129509,"5_86_3"
"175",2021-05-09,7405.54,644.332828671113,129.597317941482,2118.61926205895,5040.49513459491,7933.04454326645,"5_86_3"
"176",2021-05-16,7705.26,337.951340130102,2377.28664380153,62.9248866814157,5040.49513459491,7818.65800520796,"5_86_3"
"177",2021-05-23,10888.41,174.309443412801,2868.61890281485,1526.96890800917,5040.49513459491,9610.39238883172,"5_86_3"
"178",2021-05-30,7715.63,89.114879760516,1272.13126861382,1547.14538696857,5040.49513459491,7948.88666993781,"5_86_3"
"179",2021-06-06,10581.72,45.3518541498473,2880.89626660699,2449.58214268348,5040.49513459491,10416.3253980352,"5_86_3"
"180",2021-06-13,11218.58,23.0262908303227,3149.3395728176,2025.10204811674,5040.49513459491,10237.9630463596,"5_86_3"
"181",2021-06-20,12789.7,4516.0232002712,1496.92538177205,2210.92483664586,5040.49513459491,13264.368553284,"5_86_3"
"182",2021-06-27,9923.23,3011.74513889874,500.093864723353,2179.62882669521,5040.49513459491,10731.9629649122,"5_86_3"
"183",2021-07-04,9781.83,1816.8789427554,1949.28074138718,2013.49725798495,5040.49513459491,10820.1520767225,"5_86_3"
"184",2021-07-11,11570.62,3920.24238510552,708.879045332439,1934.76927408104,5040.49513459491,11604.3858391139,"5_86_3"
"185",2021-07-18,12294.54,4931.3278282025,207.428808598443,2433.81268680141,5040.49513459491,12613.0644581973,"5_86_3"
"186",2021-07-25,9745.9,3387.3647309608,56.2539535688,2147.42078622581,5040.49513459491,10631.5346053503,"5_86_3"
"187",2021-08-01,11918.41,2093.35553634782,2254.74615082259,2300.60188380276,5040.49513459491,11689.1987055681,"5_86_3"
"188",2021-08-08,10983.4,1193.32710131862,2675.93436156186,2033.2005046313,5040.49513459491,10942.9571021067,"5_86_3"
"189",2021-08-15,8944.74,4419.64235760383,1134.5031980137,58.866637114411,5040.49513459491,10653.5073273268,"5_86_3"
"190",2021-08-22,13131.49,5165.43611911787,355.826164110861,1644.55770783382,5040.49513459491,12206.3151256575,"5_86_3"
"191",2021-08-29,14669.4,4827.33666489478,98.6354178464012,2363.63620598412,5040.49513459491,12330.1034233202,"5_86_3"
"192",2021-09-05,13843.33,5028.84190934218,26.3314094461362,2229.00643722587,5040.49513459491,12324.6748906091,"5_86_3"
"193",2021-09-12,14024.53,3478.8507130522,2657.38225208417,1833.7035968879,5040.49513459491,13010.4316966192,"5_86_3"
"194",2021-09-19,13315.79,4449.75839125253,1121.88812133917,2693.12619716096,5040.49513459491,13305.2678443476,"5_86_3"
"195",2021-09-26,10237.24,2953.82695327889,2618.32433284171,96.8155623442718,5040.49513459491,10709.4619830598,"5_86_3"
"196",2021-10-03,9030.17,1775.41609273322,1095.67411553779,1113.54347413391,5040.49513459491,9025.12881699983,"5_86_3"
"197",2021-10-10,15904.11,4812.92156698081,2581.50369963349,2684.57845568144,5040.49513459491,15119.4988568906,"5_86_3"
"198",2021-10-17,12839.29,3277.99586778787,2767.41653890173,2249.24368416422,5040.49513459491,13335.1512254487,"5_86_3"
"199",2021-10-24,9063.45,2011.47108384277,1198.30460641755,1827.28847504808,5040.49513459491,10077.5592999033,"5_86_3"
"200",2021-10-31,7250.21,1141.04785141505,379.929017813375,1947.65472580815,5040.49513459491,8509.12672963149,"5_86_3"
